"GeneID"	"AA.043_Thalassimia_D08.N3"	"AA.043_Thalassimia_D10.N1"	"AA.043_Thalassimia_D08.N1"	"AA.043_Thalassimia_D10.N3"	"AA.043_Thalassimia_D10.H4"	"AA.043_Thalassimia_D08.H4"
"CSMD2"	0	2	7	1	26	3
"HMGB4"	0	0	1	0	4	0
"CSMD2-AS1"	1	0	1	0	5	0
"C1orf94"	0	0	1	0	4	0
"MIR552"	0	0	0	0	0	0
"GJB5"	0	2	1	0	0	2
"GJB4"	0	0	5	1	4	0
"GJB3"	0	2	1	0	6	0
"GJA4"	1	2	4	0	6	2
"SMIM12"	1078	1910	2759	1313	772	1224
"DLGAP3"	0	5	9	1	11	1
"LOC653160"	20	35	27	9	21	25
"ZMYM6NB"	53	58	100	24	39	81
"ZMYM6"	1129	1793	1760	1225	1168	1275
"ZMYM1"	622	744	894	546	729	740
"SFPQ"	25093	38825	64609	20945	16304	27441
"ZMYM4"	2395	2120	3513	1272	1304	3034
"KIAA0319L"	832	1284	1163	866	820	918
"NCDN"	374	459	1064	263	135	389
"TFAP2E"	16	23	29	5	19	26
"PSMB2"	3857	4853	9051	4025	3532	4599
"C1orf216"	484	395	832	217	203	427
"CLSPN"	7708	10503	11317	7136	5540	7814
"AGO4"	614	630	1049	443	517	823
"AGO1"	854	690	1937	423	441	999
"AGO3"	822	735	1202	452	429	887
"TEKT2"	4	3	6	0	13	15
"ADPRHL2"	407	796	1271	533	250	463
"COL8A2"	10	19	24	12	20	17
"TRAPPC3"	1185	2296	2635	1927	1042	1336
"MAP7D1"	1020	1982	4164	777	561	1133
"THRAP3"	9343	16002	21190	12581	8804	10296
"SH3D21"	14	26	46	16	25	26
"EVA1B"	7	20	27	11	15	14
"STK40"	1088	3701	3290	2719	1179	1018
"LSM10"	158	236	406	191	79	148
"OSCP1"	23	32	87	27	22	31
"MRPS15"	1873	3167	4614	2495	1340	1916
"CSF3R"	18	54	68	31	57	70
"GRIK3"	1	0	3	0	10	0
"MIR4255"	0	0	0	0	0	0
"LINC01137"	4	14	17	3	8	12
"ZC3H12A"	185	438	461	202	146	275
"MIR6732"	0	4	1	1	2	1
"MEAF6"	1435	2330	2801	1688	1285	1523
"MIR5581"	25	13	19	5	6	17
"SNIP1"	1291	1866	2942	1107	960	1558
"DNALI1"	28	28	43	7	18	51
"GNL2"	3359	3898	7645	2965	2269	3675
"RSPO1"	1	0	2	0	5	0
"C1orf109"	1231	3465	3631	2788	1563	1367
"CDCA8"	4100	8766	9511	6441	3878	4330
"EPHA10"	0	0	5	2	18	1
"MANEAL"	34	60	51	25	43	42
"YRDC"	979	2249	2269	1677	759	1033
"C1orf122"	298	851	1013	602	263	293
"MTF1"	936	1424	1473	974	1173	1067
"INPP5B"	3064	5044	4906	3828	2542	3046
"SF3A3"	5283	7232	12638	5677	3390	6067
"FHL3"	112	65	378	28	38	130
"UTP11L"	1311	1336	3071	1065	678	1498
"POU3F1"	3	6	15	2	22	6
"MIR3659"	0	0	0	0	0	0
"LINC01343"	0	0	0	0	3	0
"RRAGC"	1103	1577	2001	1250	1568	1455
"MYCBP"	23	55	112	47	20	32
"GJA9-MYCBP"	9	8	11	2	6	14
"GJA9"	0	0	0	0	0	0
"RHBDL2"	26	20	21	12	25	26
"AKIRIN1"	2681	5523	6542	3751	2831	3147
"NDUFS5"	2715	3747	7249	3482	1794	3082
"MACF1"	6704	4070	11570	2267	2860	7457
"KIAA0754"	813	412	1406	206	217	876
"BMP8A"	69	36	72	12	58	94
"PPIEL"	54	64	82	11	54	103
"PABPC4"	5286	6214	14211	3235	2598	5493
"LOC101929516"	93	34	104	14	20	86
"SNORA55"	72	54	92	30	22	65
"HEYL"	12	4	16	1	9	7
"NT5C1A"	0	0	0	0	1	0
"HPCAL4"	0	1	2	0	11	1
"PPIE"	1101	1783	2279	1306	796	1204
"BMP8B"	33	44	78	12	36	52
"OXCT2"	1	0	2	0	1	5
"TRIT1"	1197	954	1993	666	639	1296
"MYCL"	8	8	29	5	24	20
"MFSD2A"	31	15	64	1	11	21
"CAP1"	2870	3999	6697	3594	2371	3533
"PPT1"	2593	2551	6373	1980	1336	3019
"RLF"	3512	6472	6472	4778	4321	3953
"TMCO2"	5	3	2	8	6	3
"ZMPSTE24"	2158	2396	4639	1818	1619	2223
"COL9A2"	8	7	14	5	16	8
"SMAP2"	5328	10641	14427	8491	4923	5881
"ZFP69B"	132	66	170	57	37	110
"ZFP69"	232	211	367	206	134	238
"EXO5"	397	579	504	508	331	452
"ZNF684"	112	79	213	74	99	119
"RIMS3"	1028	1643	2599	928	602	1345
"NFYC-AS1"	226	343	449	150	130	248
"NFYC"	1127	1931	2303	1408	1077	1258
"MIR30E"	2	9	5	1	6	3
"MIR30C1"	6	6	10	0	4	6
"KCNQ4"	80	263	109	158	153	79
"CITED4"	18	32	55	9	14	39
"CTPS1"	2940	2659	5479	1791	1576	2929
"SLFNL1-AS1"	207	95	251	28	57	256
"SLFNL1"	40	18	71	3	15	37
"SCMH1"	668	684	1035	569	461	660
"FOXO6"	0	4	13	1	28	2
"EDN2"	1	3	2	0	5	0
"HIVEP3"	22	21	33	20	40	21
"GUCA2B"	0	0	0	0	0	0
"GUCA2A"	0	0	0	0	3	0
"FOXJ3"	2632	4008	5468	2522	2505	2873
"RIMKLA"	1	2	3	1	19	5
"ZMYND12"	9	1	11	8	6	7
"PPCS"	682	1249	1554	839	570	825
"CCDC30"	8	9	7	3	10	9
"PPIH"	1549	1850	3558	1568	812	1615
"YBX1"	25046	53561	62114	42495	22527	26092
"CLDN19"	4	2	5	3	5	2
"P3H1"	710	1108	1620	796	661	864
"C1orf50"	269	484	484	293	222	283
"LOC100129924"	4	13	11	6	9	6
"SVBP"	700	2260	1309	2322	1017	738
"ERMAP"	12115	27538	20825	24923	17336	12787
"ZNF691"	38	37	68	24	29	47
"LOC339539"	8	17	6	5	25	10
"SLC2A1"	30241	130145	56249	111438	59238	31860
"SLC2A1-AS1"	143	482	137	414	381	134
"FAM183A"	0	1	1	0	0	0
"EBNA1BP2"	1729	2308	5076	1868	877	1865
"MIR6733"	3	2	4	1	0	2
"CFAP57"	1	1	2	1	13	1
"TMEM125"	1	0	1	0	5	0
"C1orf210"	0	0	1	0	3	1
"TIE1"	5	4	11	1	21	17
"MPL"	11	6	4	1	22	11
"CDC20"	4891	9572	11281	6755	3684	5652
"ELOVL1"	3326	8058	7865	5867	3515	3841
"MIR6734"	4	2	3	1	0	5
"MED8"	2011	3426	3910	2874	1595	2231
"SZT2"	3652	4843	4740	2109	2587	3866
"MIR6735"	0	0	0	0	1	1
"HYI"	0	0	0	0	0	0
"PTPRF"	68	411	59	416	396	72
"KDM4A"	1995	3856	3736	2333	1962	2241
"KDM4A-AS1"	122	117	160	50	97	126
"ST3GAL3"	402	636	568	368	244	345
"LOC101929592"	36	34	30	4	21	40
"MIR6079"	19	9	5	0	16	16
"ARTN"	7	4	5	1	10	12
"IPO13"	1315	1991	2261	1103	1048	1530
"DPH2"	1127	1108	3335	742	307	1119
"ATP6V0B"	2314	6915	6658	5205	2805	2673
"B4GALT2"	929	1275	3384	699	315	941
"CCDC24"	195	401	219	108	176	138
"SLC6A9"	4703	14630	7145	9925	5478	3490
"KLF17"	2	1	5	3	17	1
"DMAP1"	477	998	1244	765	445	565
"ERI3"	879	1425	2753	898	545	1053
"ERI3-IT1"	39	35	40	11	28	43
"RNF220"	2476	5829	7372	4220	2331	3029
"MIR5584"	0	0	0	0	0	0
"TMEM53"	36	69	73	50	24	30
"C1orf228"	3	11	15	4	25	12
"RNU5F-1"	140	259	416	78	174	254
"RNU5D-1"	230	415	783	176	232	435
"KIF2C"	6409	14300	12639	11910	8153	6973
"RPS8"	28859	52175	75859	37296	16581	31210
"SNORD55"	67	94	196	59	38	59
"SNORD46"	56	76	108	65	31	58
"SNORD38A"	5	16	21	8	3	10
"SNORD38B"	14	17	42	10	3	18
"BEST4"	0	3	5	0	9	4
"PLK3"	118	316	223	169	141	170
"TCTEX1D4"	4	18	15	5	6	10
"BTBD19"	4	28	22	9	13	18
"PTCH2"	179	354	438	116	254	208
"EIF2B3"	1326	1302	2512	1005	789	1488
"HECTD3"	2640	6908	5007	4170	2584	2822
"UROD"	21950	72989	45331	64385	31970	24400
"ZSWIM5"	68	151	98	62	92	99
"LINC01144"	20	25	14	14	9	17
"HPDL"	344	234	985	172	45	299
"MUTYH"	341	472	554	429	285	388
"TOE1"	894	1294	1978	919	483	994
"TESK2"	573	1088	720	818	602	616
"CCDC163P"	59	96	115	87	44	73
"MMACHC"	334	260	556	193	104	327
"PRDX1"	2451	3198	5586	3377	2526	2953
"AKR1A1"	486	596	1345	429	209	547
"NASP"	10839	12648	21710	8787	5920	12373
"CCDC17"	158	335	204	109	194	167
"GPBP1L1"	5303	9216	8537	7361	5444	5458
"RPS15AP10"	189	163	91	48	90	152
"TMEM69"	491	403	811	492	505	554
"IPP"	635	865	846	559	571	621
"MAST2"	909	1599	1479	855	1049	1066
"PIK3R3"	741	1252	1253	900	560	617
"LOC101929626"	3	5	5	1	6	1
"TSPAN1"	1	0	7	1	7	4
"POMGNT1"	350	329	785	251	191	386
"LURAP1"	1	0	2	1	7	3
"RAD54L"	1591	1793	1823	1012	1135	1598
"LRRC41"	1853	3557	4141	1760	1592	2218
"UQCRH"	3774	6209	9040	4942	2943	4239
"NSUN4"	1244	1221	2370	803	568	1424
"FAAH"	45	39	73	14	17	57
"FAAHP1"	5	15	7	8	7	10
"LINC01398"	1	5	1	2	4	7
"DMBX1"	42	215	150	57	32	54
"MKNK1-AS1"	49	48	63	39	49	54
"KNCN"	0	2	1	2	10	1
"MKNK1"	868	1534	1974	1108	851	1020
"MOB3C"	721	1496	1436	1307	929	799
"ATPAF1"	2944	5937	7398	4420	2436	3379
"TEX38"	8	21	16	4	12	13
"EFCAB14-AS1"	62	59	72	23	72	57
"EFCAB14"	3795	5497	6561	3777	3944	4227
"CYP4B1"	0	1	0	0	2	0
"CYP4Z2P"	1	0	0	0	3	0
"CYP4A11"	0	3	1	0	13	0
"CYP4X1"	6	7	5	0	8	3
"CYP4Z1"	13	23	14	6	23	32
"CYP4A22"	43	40	24	15	46	59
"LINC00853"	34	85	49	77	54	37
"PDZK1IP1"	99	517	105	445	308	103
"TAL1"	23794	63548	41878	47314	33453	26966
"STIL"	6384	8595	7513	6774	7535	6434
"CMPK1"	5417	8267	9896	5690	5362	5321
"LINC01389"	18	12	40	6	14	24
"FOXE3"	0	0	3	0	10	0
"FOXD2-AS1"	14	38	18	22	27	24
"FOXD2"	32	66	81	24	63	24
"TRABD2B"	0	0	4	0	9	0
"SKINTL"	0	0	1	0	5	0
"SLC5A9"	0	0	0	0	10	0
"SPATA6"	6	6	12	3	21	9
"AGBL4"	2	1	4	0	10	0
"BEND5"	1	0	1	1	6	2
"LOC101929721"	1	0	0	0	0	0
"AGBL4-IT1"	0	0	0	0	2	0
"ELAVL4"	0	0	4	3	12	4
"DMRTA2"	1	1	0	0	15	2
"FAF1"	3521	5801	7411	4804	3422	3682
"CDKN2C"	2728	9265	6061	7292	4487	2832
"MIR4421"	0	0	0	0	0	0
"MIR6500"	1	0	0	0	0	0
"C1orf185"	0	0	0	1	5	0
"RNF11"	2048	7459	2918	6907	5511	1856
"TTC39A"	73	438	45	425	289	61
"TTC39A-AS1"	2	0	1	0	1	0
"EPS15"	12918	13646	20912	11260	9147	13530
"OSBPL9"	3864	5162	7483	3804	3485	4320
"NRD1"	7914	13544	13960	10059	9120	8976
"MIR761"	0	0	0	0	1	0
"RAB3B"	1	4	6	0	20	0
"TXNDC12"	638	736	1428	664	285	636
"KTI12"	0	0	0	0	0	0
"TXNDC12-AS1"	13	12	11	6	7	5
"BTF3L4"	2849	4618	5386	3177	3050	3025
"ZFYVE9"	335	160	299	159	155	228
"CC2D1B"	655	887	1406	453	542	818
"ORC1"	8256	12605	17938	8076	5927	9061
"PRPF38A"	3452	4666	5798	4240	2630	3590
"ZCCHC11"	929	661	1277	447	837	1029
"GPX7"	14	3	17	6	10	13
"FAM159A"	0	1	0	0	7	4
"COA7"	789	579	1740	379	245	862
"ZYG11B"	2337	2987	3906	1749	2309	2931
"ZYG11A"	0	3	1	0	12	3
"ECHDC2"	27	20	24	5	4	8
"SCP2"	1973	2982	4341	2692	1415	1984
"MIR1273F"	0	0	0	0	1	0
"MIR5095"	0	0	0	0	1	0
"MIR1273G"	0	0	0	0	0	0
"PODN"	1	0	0	0	9	0
"SLC1A7"	1	1	1	0	6	0
"CPT2"	573	933	1288	658	359	608
"C1orf123"	456	974	1080	774	423	529
"MAGOH"	1044	1543	2235	1398	856	1214
"LOC100507564"	4	16	24	15	9	16
"LRP8"	1044	457	1757	241	321	998
"LOC105378732"	1	0	1	0	0	3
"SLC25A3P1"	0	0	1	0	2	0
"DMRTB1"	0	0	3	0	5	0
"GLIS1"	0	0	2	1	8	0
"NDC1"	4467	5063	8658	4122	3493	4637
"YIPF1"	408	591	758	535	379	460
"DIO1"	23	36	37	9	25	21
"HSPB11"	908	1467	2053	1318	1032	997
"LRRC42"	794	1635	2102	1166	797	880
"LDLRAD1"	0	1	2	0	3	0
"TMEM59"	3752	9521	6953	9637	5467	4140
"TCEANC2"	314	428	433	345	276	353
"MIR4781"	2	0	1	0	2	0
"CDCP2"	2	3	0	2	4	6
"CYB5RL"	584	506	902	373	318	744
"MRPL37"	4363	7358	11818	5447	3201	4651
"SSBP3"	3730	8918	8743	4626	3651	4120
"SSBP3-AS1"	501	320	453	156	430	489
"ACOT11"	13	25	39	3	18	23
"FAM151A"	0	2	3	0	0	2
"MROH7"	1	0	0	0	0	3
"MROH7-TTC4"	1	0	0	0	0	2
"TTC4"	68	90	130	81	38	80
"PARS2"	41	44	81	33	23	62
"TTC22"	0	0	3	0	10	0
"C1orf177"	1	1	0	0	7	2
"DHCR24"	2421	3560	4298	2978	2522	2459
"TMEM61"	1	1	0	0	3	0
"BSND"	0	0	1	0	1	0
"PCSK9"	12	8	13	3	16	19
"USP24"	32091	34956	37786	24122	25151	30336
"LOC100507634"	36	55	55	44	53	38
"MIR4422"	1	0	0	0	0	0
"PPAP2B"	30	21	24	15	14	19
"PRKAA2"	0	0	1	0	21	1
"C1orf168"	0	0	0	0	5	0
"C8A"	0	0	0	0	2	0
"C8B"	1	0	0	0	2	0
"DAB1"	0	0	8	0	4	2
"DAB1-AS1"	1	0	0	0	1	0
"OMA1"	951	1304	1522	1245	840	1149
"TACSTD2"	4	15	2	2	20	10
"MYSM1"	3975	3671	4963	2193	3417	3838
"JUN"	249	784	716	677	447	378
"LINC01135"	0	2	1	0	2	1
"LINC01358"	0	3	1	0	0	1
"HSD52"	0	0	0	0	3	0
"FGGY"	102	92	173	109	88	132
"MIR4711"	0	0	0	0	0	0
"LOC101926944"	0	1	0	0	3	0
"HOOK1"	1826	1033	1760	1071	1135	1475
"CYP2J2"	20	24	16	33	21	28
"C1orf87"	0	0	4	0	8	0
"LOC101926964"	0	0	0	0	6	0
"NFIA-AS2"	0	3	4	0	4	0
"NFIA"	16007	22446	26043	14148	14813	13777
"NFIA-AS1"	513	222	331	128	438	445
"MGC34796"	1	1	0	0	4	0
"TM2D1"	555	955	889	858	703	531
"INADL"	51	5	12	8	47	57
"MIR3116-1"	0	0	0	0	0	0
"MIR3116-2"	0	0	0	0	0	0
"L1TD1"	2	1	1	0	6	2
"KANK4"	0	0	2	0	6	0
"USP1"	13115	25284	24636	21227	15153	13128
"DOCK7"	3234	3552	4325	3009	3664	3911
"ANGPTL3"	147	69	188	31	170	165
"ATG4C"	829	976	1067	781	745	893
"LINC00466"	0	0	5	0	7	0
"FOXD3-AS1"	0	1	1	1	3	0
"FOXD3"	0	0	3	0	11	0
"MIR6068"	0	0	0	0	0	0
"ALG6"	824	791	859	684	879	762
"ITGB3BP"	1417	2843	2953	2343	473	626
"EFCAB7"	308	375	444	330	186	188
"DLEU2L"	94	151	104	157	96	87
"PGM1"	68	44	57	8	28	157
"ROR1"	1	0	2	0	12	0
"ROR1-AS1"	0	0	3	1	12	1
"UBE2U"	0	0	0	0	2	0
"CACHD1"	2	3	5	3	19	1
"MIR4794"	0	0	0	0	0	0
"RAVER2"	745	669	1145	482	332	777
"JAK1"	3670	6095	7420	4570	3378	3976
"LINC01359"	9	8	5	4	8	3
"MIR3671"	11	41	15	9	22	21
"MIR101-1"	2	19	6	6	4	2
"AK4"	134	437	1363	21	102	702
"DNAJC6"	7182	9264	9403	10260	6258	7153
"LEPROT"	5208	7769	6806	7166	5192	5418
"LEPR"	4855	3343	7520	2759	1916	5410
"PDE4B"	8	7	2	3	17	24
"LOC101927139"	0	1	0	0	2	0
"SGIP1"	33	157	46	132	197	39
"MIR3117"	0	1	0	1	8	0
"TCTEX1D1"	10	29	20	7	20	14
"INSL5"	0	0	0	0	0	0
"WDR78"	33	55	57	48	55	41
"MIER1"	5512	8039	8938	6020	6691	5508
"SLC35D1"	1088	945	2206	553	643	1284
"C1orf141"	3	4	5	0	4	8
"IL23R"	2	0	2	0	7	0
"IL12RB2"	52	46	99	14	45	67
"SERBP1"	18014	23989	41502	14991	11332	19111
"GADD45A"	1893	8034	5782	5996	2975	2019
"GNG12"	4	5	4	5	15	3
"GNG12-AS1"	0	0	1	1	7	0
"DIRAS3"	0	0	1	0	0	0
"WLS"	1	2	2	2	9	1
"MIR1262"	0	0	1	0	2	0
"RPE65"	0	2	2	0	4	1
"DEPDC1"	5827	11967	7782	10121	8341	6123
"DEPDC1-AS1"	15	27	28	25	21	15
"LRRC7"	10	3	18	2	16	26
"PIN1P1"	0	0	0	0	0	0
"LRRC40"	2701	3120	4132	2862	2320	2653
"SRSF11"	6626	5954	9524	4054	4861	6806
"ANKRD13C"	1663	2735	2908	2419	2034	1630
"HHLA3"	12	59	86	18	16	16
"CTH"	329	580	390	533	312	194
"LOC101927244"	0	0	0	0	2	0
"PTGER3"	11	6	8	0	27	14
"ZRANB2-AS1"	102	58	77	46	63	88
"ZRANB2"	3808	3462	5079	2544	3441	3810
"MIR186"	80	23	30	4	41	42
"ZRANB2-AS2"	5	3	8	11	5	9
"NEGR1"	5	4	7	2	11	1
"NEGR1-IT1"	0	0	0	0	2	1
"LINC01360"	1	1	1	0	7	0
"LRRIQ3"	5	5	2	3	5	5
"FPGT-TNNI3K"	1	3	0	0	0	0
"FPGT"	638	883	857	764	1083	757
"TNNI3K"	0	1	1	0	2	0
"ERICH3"	0	2	5	1	14	0
"ERICH3-AS1"	0	0	2	0	8	0
"CRYZ"	92	68	302	26	39	124
"TYW3"	1391	1376	3209	906	739	1633
"LHX8"	0	1	1	0	4	0
"SLC44A5"	3	0	5	1	10	0
"ACADM"	2606	3698	4355	3675	2448	2316
"DLSTP1"	223	232	297	73	138	225
"RABGGTB"	2886	2705	4993	2207	2098	2988
"SNORD45C"	94	63	140	39	69	88
"SNORD45A"	257	158	463	107	133	192
"SNORD45B"	147	101	284	49	69	143
"MSH4"	22	31	26	18	28	16
"ASB17"	0	1	0	0	1	0
"LOC101927342"	0	0	0	0	1	0
"ST6GALNAC3"	42	1	3	76	7	0
"ST6GALNAC5"	1	0	3	0	3	0
"MIR7156"	0	0	0	0	0	0
"PIGK"	1845	3073	3103	3125	2021	1749
"AK5"	11	11	30	6	18	15
"ZZZ3"	2884	2120	5750	1427	1228	3504
"USP33"	6099	11976	9034	9714	7418	6392
"FAM73A"	550	657	844	368	526	615
"NEXN-AS1"	6	9	10	1	5	5
"NEXN"	156	112	172	57	109	148
"FUBP1"	10432	11245	19052	8189	7136	11164
"DNAJB4"	749	2074	813	2570	2087	955
"GIPC2"	83	197	101	129	228	119
"MGC27382"	1	0	0	0	3	0
"PTGFR"	0	0	1	0	8	0
"IFI44L"	84	135	202	87	83	101
"IFI44"	678	519	1059	520	408	751
"ADGRL4"	1	1	0	0	8	0
"LOC101927412"	0	0	0	0	2	0
"LOC101927434"	0	0	0	0	1	0
"ADGRL2"	0	0	1	0	14	0
"LINC01361"	0	0	1	0	4	0
"LOC101927587"	0	0	4	0	7	0
"LOC101927560"	0	0	2	0	1	0
"TTLL7"	164	288	144	313	302	189
"PRKACB"	1735	1061	2768	898	864	2050
"SAMD13"	20	7	35	5	11	16
"UOX"	0	0	0	0	2	0
"DNASE2B"	0	0	0	0	7	1
"RPF1"	1358	1859	3058	1580	1127	1613
"GNG5"	709	1125	1600	917	966	815
"SPATA1"	43	29	31	21	50	34
"CTBS"	254	320	430	219	273	270
"LINC01461"	1	1	1	1	5	0
"LINC01555"	2	1	0	1	6	2
"SSX2IP"	7486	11508	11397	9829	9386	8250
"LPAR3"	0	0	2	0	6	2
"MCOLN2"	4	1	2	3	26	13
"MCOLN3"	0	0	2	0	10	1
"WDR63"	3	1	3	1	17	3
"MIR4423"	0	0	0	0	0	0
"SYDE2"	540	481	958	250	231	548
"C1orf52"	852	1326	1309	1160	1024	946
"BCL10"	792	1130	1306	889	835	884
"LOC646626"	2	0	0	0	0	3
"DDAH1"	11	6	14	1	24	10
"CYR61"	25	26	55	15	15	19
"ZNHIT6"	941	835	1877	509	412	975
"COL24A1"	9	5	9	3	39	30
"ODF2L"	1065	989	1249	657	1097	1092
"MIR7856"	3	1	1	0	1	3
"CLCA2"	0	0	0	0	12	0
"CLCA1"	2	0	0	0	10	0
"CLCA4"	0	1	4	0	10	0
"CLCA3P"	6	4	1	0	10	4
"SH3GLB1"	3047	3187	4498	2712	2602	3302
"?.?.-15"	3712	5281	8021	4357	3100	3963
"HS2ST1"	2051	1640	4332	896	848	2352
"LINC01140"	2	3	6	0	8	2
"LOC101927844"	1	1	2	1	8	1
"LMO4"	733	1521	1700	885	524	740
"LINC01364"	3	5	4	1	7	2
"PKN2-AS1"	12	24	8	38	29	17
"PKN2"	5153	5800	6550	4577	5557	4944
"GTF2B"	1899	3953	3196	4646	2923	2097
"CCBL2"	691	724	1274	571	511	838
"RBMXL1"	1548	1586	2433	1240	1261	1628
"GBP3"	571	477	493	625	383	359
"GBP1"	9	10	14	10	28	18
"GBP2"	16	30	36	29	27	39
"GBP7"	2	1	3	2	8	1
"GBP4"	1033	1733	2769	1024	922	944
"GBP5"	2	13	23	2	18	12
"LOC729930"	0	1	1	0	2	0
"GBP6"	0	2	1	1	7	2
"GBP1P1"	0	3	1	0	2	2
"LRRC8B"	852	567	1352	317	526	874
"FLJ27354"	1	2	3	0	1	2
"LRRC8C"	120	86	237	68	143	157
"LRRC8D"	1456	1492	3347	1296	580	1488
"GEMIN8P4"	156	390	202	355	218	150
"ZNF326"	2339	3002	2855	1998	2341	2209
"BARHL2"	0	0	0	0	5	0
"ZNF644"	4536	5902	8074	4886	4389	5072
"HFM1"	103	98	131	74	129	88
"CDC7"	4600	5763	6661	4453	4072	4605
"TGFBR3"	2	1	8	1	20	6
"BRDT"	0	0	1	0	8	0
"EPHX4"	0	0	0	0	9	0
"SETSIP"	0	6	9	3	4	4
"BTBD8"	25	22	17	25	27	35
"KIAA1107"	43	75	40	45	87	60
"C1orf146"	4	0	14	0	9	7
"GLMN"	543	454	852	324	351	572
"RPAP2"	817	900	1130	699	702	856
"GFI1"	16	46	63	13	43	62
"EVI5"	1318	1009	1792	706	860	1373
"RPL5"	24197	32735	62316	27752	13873	30669
"FAM69A"	287	122	412	79	89	280
"SNORD21"	28	33	58	13	13	41
"SNORA66"	29	25	47	15	15	27
"MTF2"	3520	4313	6126	2976	3167	4090
"TMED5"	1886	1963	2769	1290	1707	1838
"CCDC18"	1964	2905	2132	2723	2372	2000
"LOC100131564"	528	455	321	310	489	631
"DR1"	4344	8351	8236	5809	4064	4047
"FNBP1L"	812	2163	1196	1685	2528	1284
"BCAR3"	41	47	62	17	55	46
"LOC100129046"	5	7	10	1	8	5
"MIR760"	0	1	0	0	3	0
"DNTTIP2"	4729	7071	9264	6857	4920	5523
"GCLM"	8810	21543	16199	11554	12837	9291
"ABCA4"	8	54	45	17	43	30
"ARHGAP29"	2	6	8	0	17	0
"ABCD3"	2410	3421	4274	2809	2205	2408
"F3"	11	16	21	12	16	20
"LINC01057"	0	0	1	0	3	0
"MIR378G"	0	0	0	0	0	0
"SLC44A3"	17	24	10	32	22	9
"CNN3"	1934	3491	1597	5536	3198	1634
"LOC729970"	6	6	7	9	8	5
"ALG14"	274	436	804	401	238	283
"TMEM56"	18401	34077	23729	24356	25972	16218
"TMEM56-RWDD3"	404	1213	702	561	443	453
"LOC101928118"	416	335	322	206	378	373
"RWDD3"	588	1013	832	929	929	651
"FLJ31662"	0	1	1	0	4	1
"LOC100996635"	0	2	1	0	4	1
"LOC102723661"	0	0	2	0	2	0
"LOC101928241"	0	1	2	0	4	0
"PTBP2"	1961	1181	2248	768	1062	1781
"DPYD"	1034	895	1361	804	756	1002
"DPYD-AS1"	8	6	7	4	6	6
"DPYD-AS2"	65	51	88	26	58	59
"MIR137HG"	0	0	2	0	5	0
"MIR2682"	0	0	0	0	0	0
"MIR137"	0	0	0	0	0	0
"LOC729987"	0	0	1	0	6	0
"SNX7"	5	2	3	2	9	7
"LPPR5"	0	0	2	0	5	0
"LOC100129620"	1	1	3	1	7	0
"LPPR4"	1	1	3	0	9	0
"LOC101928270"	0	0	0	0	3	0
"MIR548N"	19	13	20	8	21	17
"PALMD"	14	12	6	4	22	16
"FRRS1"	2955	3300	4349	2939	2072	2976
"AGL"	2124	2041	3650	1465	1600	2487
"SLC35A3"	1424	1331	1988	766	967	1478
"HIAT1"	3641	5619	6030	4586	3788	3933
"SASS6"	3223	3293	3727	2707	3423	3284
"TRMT13"	659	677	988	508	541	745
"LRRC39"	33	33	58	19	37	28
"DBT"	1059	1193	1279	910	897	1103
"RTCA-AS1"	27	75	44	80	52	28
"RTCA"	1977	3053	2986	2226	2028	2102
"MIR553"	50	18	35	6	42	68
"CDC14A"	788	833	1108	673	601	778
"GPR88"	0	0	1	0	11	0
"LINC01349"	0	0	0	0	1	0
"VCAM1"	0	0	2	1	8	1
"EXTL2"	493	220	764	235	132	497
"SLC30A7"	2359	2278	3827	1413	1899	2315
"DPH5"	499	524	1085	442	284	583
"LOC102606465"	25	29	44	16	12	40
"LOC101928370"	0	0	1	0	0	0
"S1PR1"	5	11	13	5	15	19
"LINC01307"	0	0	0	0	8	0
"OLFM3"	0	0	0	0	6	0
"DNAJA1P5"	0	1	1	0	3	0
"COL11A1"	0	0	3	0	19	0
"LOC101928436"	0	2	2	0	3	1
"RNPC3"	833	850	1034	555	808	858
"AMY2B"	148	112	111	75	112	135
"ACTG1P4"	24	25	23	3	15	13
"AMY2A"	0	0	0	0	0	0
"AMY1A"	0	0	0	0	0	0
"AMY1C"	0	0	0	0	0	0
"AMY1B"	0	0	0	0	0	0
"LOC100129138"	0	0	0	0	3	2
"LOC101928476"	0	0	0	0	3	0
"PRMT6"	974	1712	2494	1014	922	1085
"NTNG1"	1	0	1	0	4	0
"VAV3"	334	219	566	176	154	334
"MIR7852"	1	0	2	0	0	1
"VAV3-AS1"	3	0	3	0	4	1
"SLC25A24"	27	101	109	38	50	67
"NBPF4"	3	0	0	0	0	1
"NBPF6"	0	0	1	0	2	0
"FAM102B"	1469	1650	2806	1145	1345	1701
"HENMT1"	358	449	571	404	190	283
"PRPF38B"	2740	2913	3863	1989	1613	2726
"FNDC7"	28	31	13	7	26	26
"STXBP3"	1594	3415	3070	3379	2783	1775
"AKNAD1"	0	1	0	1	6	0
"SPATA42"	1	0	0	0	2	0
"GPSM2"	2935	7656	4028	7833	4850	3070
"CLCC1"	2826	3351	3541	2468	2539	2912
"WDR47"	460	638	748	544	513	517
"TAF13"	570	786	1063	582	449	645
"TMEM167B"	1035	1772	1908	1402	1068	1107
"SCARNA2"	5580	31316	28346	13339	5063	5934
"C1orf194"	6	4	5	4	6	9
